Time stamp,TMR,Power,Temp
2024-11-10 19:04:56.400779,571.0,0.0,669.0
2024-11-10 19:04:56.401834,313.0,0.0,669.0
2024-11-10 19:04:56.403392,474.0,0.0,669.0
2024-11-10 19:04:56.404502,711.0,0.0,669.0
2024-11-10 19:04:56.405626,520.0,0.0,669.0
2024-11-10 19:04:56.406838,307.0,0.0,669.0
2024-11-10 19:04:56.407867,525.0,0.0,669.0
2024-11-10 19:04:56.408866,710.0,0.0,669.0
2024-11-10 19:04:56.409887,469.0,0.0,669.0
2024-11-10 19:04:56.410892,314.0,0.0,669.0
2024-11-10 19:04:56.411889,575.0,0.0,669.0
2024-11-10 19:04:56.412893,697.0,0.0,669.0
2024-11-10 19:04:56.413914,420.0,0.0,669.0
2024-11-10 19:04:57.377055,670.0,0.0,669.0
2024-11-10 19:04:57.380233,623.0,0.0,669.0
2024-11-10 19:04:57.382601,335.0,0.0,669.0
2024-11-10 19:04:57.384476,418.0,0.0,669.0
2024-11-10 19:04:57.386231,696.0,0.0,669.0
2024-11-10 19:04:57.387637,577.0,0.0,669.0
2024-11-10 19:04:57.389069,314.0,0.0,669.0
2024-11-10 19:04:57.390410,467.0,0.0,669.0
2024-11-10 19:04:57.391549,710.0,0.0,669.0
2024-11-10 19:04:57.392580,526.0,0.0,669.0
2024-11-10 19:04:57.393790,307.0,0.0,668.0
2024-11-10 19:04:57.394826,518.0,0.0,669.0
2024-11-10 19:04:57.395819,711.0,0.0,668.0
2024-11-10 19:04:57.396815,475.0,0.0,669.0
2024-11-10 19:04:57.398209,312.0,0.0,669.0
2024-11-10 19:04:57.399259,569.0,0.0,669.0
2024-11-10 19:04:57.400303,699.0,0.0,669.0
2024-11-10 19:04:57.401417,426.0,0.0,669.0
2024-11-10 19:04:57.402515,330.0,0.0,669.0
2024-11-10 19:04:57.403534,615.0,0.0,669.0
2024-11-10 19:04:57.404532,675.0,0.0,669.0
2024-11-10 19:04:57.405561,382.0,0.0,669.0
2024-11-10 19:04:57.406717,360.0,0.0,669.0
2024-11-10 19:04:57.407761,656.0,0.0,669.0
2024-11-10 19:04:57.408789,641.0,0.0,669.0
2024-11-10 19:04:57.409813,346.0,0.0,669.0
2024-11-10 19:04:57.410904,399.0,0.0,669.0
2024-11-10 19:04:57.411991,686.0,0.0,669.0
2024-11-10 19:04:57.413077,597.0,0.0,669.0
2024-11-10 19:04:57.414219,321.0,0.0,669.0
2024-11-10 19:04:57.415403,446.0,0.0,669.0
2024-11-10 19:04:57.416431,706.0,0.0,669.0
2024-11-10 19:04:57.417435,548.0,0.0,669.0
2024-11-10 19:04:57.418485,309.0,0.0,669.0
2024-11-10 19:04:57.419500,496.0,0.0,669.0
2024-11-10 19:04:57.420495,712.0,0.0,669.0
2024-11-10 19:04:57.421491,497.0,0.0,669.0
2024-11-10 19:04:57.422514,308.0,0.0,669.0
2024-11-10 19:04:57.423526,547.0,0.0,669.0
2024-11-10 19:04:57.424777,706.0,0.0,669.0
2024-11-10 19:04:57.425780,447.0,0.0,669.0
2024-11-10 19:04:57.426801,321.0,0.0,669.0
2024-11-10 19:04:57.427803,596.0,0.0,669.0
2024-11-10 19:04:57.428801,687.0,0.0,669.0
2024-11-10 19:04:57.429904,400.0,0.0,669.0
2024-11-10 19:04:57.431019,346.0,0.0,669.0
2024-11-10 19:04:57.432076,640.0,0.0,669.0
2024-11-10 19:04:57.433083,656.0,0.0,669.0
2024-11-10 19:04:57.434123,360.0,0.0,668.0
2024-11-10 19:04:57.435142,381.0,0.0,669.0
2024-11-10 19:04:57.436167,675.0,0.0,669.0
2024-11-10 19:04:57.437194,616.0,0.0,669.0
2024-11-10 19:04:57.438254,331.0,0.0,669.0
2024-11-10 19:04:57.439315,425.0,0.0,669.0
2024-11-10 19:04:57.440508,699.0,0.0,668.0
2024-11-10 19:04:57.441597,570.0,0.0,669.0
2024-11-10 19:04:57.442747,312.0,0.0,669.0
2024-11-10 19:04:57.443787,474.0,0.0,669.0
2024-11-10 19:04:57.444899,711.0,0.0,669.0
2024-11-10 19:04:57.445960,519.0,0.0,669.0
2024-11-10 19:04:57.447014,307.0,0.0,668.0
2024-11-10 19:04:57.448020,526.0,0.0,669.0
2024-11-10 19:04:57.449024,710.0,0.0,669.0
2024-11-10 19:04:57.450056,468.0,0.0,669.0
2024-11-10 19:04:57.451053,314.0,0.0,669.0
2024-11-10 19:04:57.452051,576.0,0.0,669.0
2024-11-10 19:04:57.453261,696.0,0.0,669.0
2024-11-10 19:04:57.454298,419.0,0.0,669.0
2024-11-10 19:04:57.455285,334.0,0.0,669.0
2024-11-10 19:04:57.456275,622.0,0.0,669.0
2024-11-10 19:04:57.457380,670.0,0.0,669.0
2024-11-10 19:04:57.458430,376.0,0.0,669.0
2024-11-10 19:04:57.459432,365.0,0.0,668.0
2024-11-10 19:04:57.460432,661.0,0.0,669.0
2024-11-10 19:04:57.461499,635.0,0.0,669.0
2024-11-10 19:04:57.462603,342.0,0.0,669.0
2024-11-10 19:04:57.463653,406.0,0.0,669.0
2024-11-10 19:04:57.464725,690.0,0.0,669.0
2024-11-10 19:04:57.465751,590.0,0.0,669.0
2024-11-10 19:04:57.466784,319.0,0.0,669.0
2024-11-10 19:04:57.467815,453.0,0.0,669.0
2024-11-10 19:04:57.468835,708.0,0.0,669.0
2024-11-10 19:04:57.469884,541.0,0.0,669.0
2024-11-10 19:04:57.470920,308.0,0.0,669.0
2024-11-10 19:04:57.471983,504.0,0.0,669.0
2024-11-10 19:04:57.473055,712.0,0.0,669.0
2024-11-10 19:04:57.474208,490.0,0.0,669.0
2024-11-10 19:04:57.475342,309.0,0.0,669.0
2024-11-10 19:04:57.476493,555.0,0.0,669.0
2024-11-10 19:04:57.477528,704.0,0.0,669.0
2024-11-10 19:04:57.478574,439.0,0.0,669.0
2024-11-10 19:04:57.479585,324.0,0.0,669.0
2024-11-10 19:04:57.480590,603.0,0.0,669.0
2024-11-10 19:04:57.481593,683.0,0.0,669.0
2024-11-10 19:04:57.482665,394.0,0.0,669.0
2024-11-10 19:04:57.483689,351.0,0.0,669.0
2024-11-10 19:04:57.484707,645.0,0.0,669.0
2024-11-10 19:04:57.485929,651.0,0.0,669.0
2024-11-10 19:04:57.486951,355.0,0.0,668.0
2024-11-10 19:04:57.487978,387.0,0.0,669.0
2024-11-10 19:04:58.448576,548.0,0.0,668.0
2024-11-10 19:04:58.451924,308.0,0.0,669.0
2024-11-10 19:04:58.454445,497.0,0.0,669.0
2024-11-10 19:04:58.456333,712.0,0.0,669.0
2024-11-10 19:04:58.458161,496.0,0.0,669.0
2024-11-10 19:04:58.459398,308.0,0.0,669.0
2024-11-10 19:04:58.460722,548.0,0.0,668.0
2024-11-10 19:04:58.461964,706.0,0.0,669.0
2024-11-10 19:04:58.462998,446.0,0.0,669.0
2024-11-10 19:04:58.464226,321.0,0.0,669.0
2024-11-10 19:04:58.465249,597.0,0.0,669.0
2024-11-10 19:04:58.466278,687.0,0.0,669.0
2024-11-10 19:04:58.467281,399.0,0.0,669.0
2024-11-10 19:04:58.468280,346.0,0.0,669.0
2024-11-10 19:04:58.469272,640.0,0.0,669.0
2024-11-10 19:04:58.470416,656.0,0.0,668.0
2024-11-10 19:04:58.471417,360.0,0.0,669.0
2024-11-10 19:04:58.472494,382.0,0.0,669.0
2024-11-10 19:04:58.473580,675.0,0.0,669.0
2024-11-10 19:04:58.474768,616.0,0.0,669.0
2024-11-10 19:04:58.475805,330.0,0.0,669.0
2024-11-10 19:04:58.476838,427.0,0.0,669.0
2024-11-10 19:04:58.477917,699.0,0.0,669.0
2024-11-10 19:04:58.478967,569.0,0.0,669.0
2024-11-10 19:04:58.479991,312.0,0.0,669.0
2024-11-10 19:04:58.481017,475.0,0.0,669.0
2024-11-10 19:04:58.482115,711.0,0.0,669.0
2024-11-10 19:04:58.483203,518.0,0.0,669.0
2024-11-10 19:04:58.484298,307.0,0.0,668.0
2024-11-10 19:04:58.485418,527.0,0.0,669.0
2024-11-10 19:04:58.486586,710.0,0.0,669.0
2024-11-10 19:04:58.487670,467.0,0.0,669.0
2024-11-10 19:04:58.488695,314.0,0.0,669.0
2024-11-10 19:04:58.489703,577.0,0.0,669.0
2024-11-10 19:04:58.490737,696.0,0.0,669.0
2024-11-10 19:04:58.491787,418.0,0.0,669.0
2024-11-10 19:04:58.492807,334.0,0.0,669.0
2024-11-10 19:04:58.493815,623.0,0.0,669.0
2024-11-10 19:04:58.494850,670.0,0.0,669.0
2024-11-10 19:04:58.496046,376.0,0.0,669.0
2024-11-10 19:04:58.497047,366.0,0.0,669.0
2024-11-10 19:04:58.498084,661.0,0.0,669.0
2024-11-10 19:04:58.499081,634.0,0.0,669.0
2024-11-10 19:04:58.500073,342.0,0.0,669.0
2024-11-10 19:04:58.501066,406.0,0.0,669.0
2024-11-10 19:04:58.502226,690.0,0.0,669.0
2024-11-10 19:04:58.503289,590.0,0.0,669.0
2024-11-10 19:04:58.504355,318.0,0.0,669.0
2024-11-10 19:04:58.505364,454.0,0.0,669.0
2024-11-10 19:04:58.506425,708.0,0.0,669.0
2024-11-10 19:04:58.507558,540.0,0.0,669.0
2024-11-10 19:04:58.508614,307.0,0.0,669.0
2024-11-10 19:04:58.509636,505.0,0.0,669.0
2024-11-10 19:04:58.510676,712.0,0.0,669.0
2024-11-10 19:04:58.511713,489.0,0.0,669.0
2024-11-10 19:04:58.512777,310.0,0.0,669.0
2024-11-10 19:04:58.513827,556.0,0.0,669.0
2024-11-10 19:04:58.514961,703.0,0.0,669.0
2024-11-10 19:04:58.516073,439.0,0.0,669.0
2024-11-10 19:04:58.517261,324.0,0.0,669.0
2024-11-10 19:04:58.518351,604.0,0.0,669.0
2024-11-10 19:04:58.519376,682.0,0.0,669.0
2024-11-10 19:04:58.520380,393.0,0.0,669.0
2024-11-10 19:04:58.521384,351.0,0.0,669.0
2024-11-10 19:04:58.522414,646.0,0.0,669.0
2024-11-10 19:04:58.523418,650.0,0.0,669.0
2024-11-10 19:04:58.524418,355.0,0.0,669.0
2024-11-10 19:04:58.525434,388.0,0.0,668.0
2024-11-10 19:04:58.526469,679.0,0.0,669.0
2024-11-10 19:04:58.527677,609.0,0.0,669.0
2024-11-10 19:04:58.528694,327.0,0.0,669.0
2024-11-10 19:04:58.529693,433.0,0.0,669.0
2024-11-10 19:04:58.530719,702.0,0.0,669.0
2024-11-10 19:04:58.531714,562.0,0.0,669.0
2024-11-10 19:04:58.532701,310.0,0.0,668.0
2024-11-10 19:04:58.533766,483.0,0.0,669.0
2024-11-10 19:04:58.534912,712.0,0.0,668.0
2024-11-10 19:04:58.535979,511.0,0.0,669.0
2024-11-10 19:04:58.536986,307.0,0.0,669.0
2024-11-10 19:04:58.538021,534.0,0.0,669.0
2024-11-10 19:04:58.539050,709.0,0.0,668.0
2024-11-10 19:04:58.540083,460.0,0.0,669.0
2024-11-10 19:04:58.541212,316.0,0.0,669.0
2024-11-10 19:04:58.542338,584.0,0.0,668.0
2024-11-10 19:04:58.543411,693.0,0.0,668.0
2024-11-10 19:04:58.544533,412.0,0.0,669.0
2024-11-10 19:04:58.545617,339.0,0.0,669.0
2024-11-10 19:04:58.546761,629.0,0.0,669.0
2024-11-10 19:04:58.547919,665.0,0.0,669.0
2024-11-10 19:04:58.548970,370.0,0.0,669.0
2024-11-10 19:04:58.550013,371.0,0.0,668.0
2024-11-10 19:04:58.551015,666.0,0.0,669.0
2024-11-10 19:04:58.552007,628.0,0.0,669.0
2024-11-10 19:04:58.553003,338.0,0.0,669.0
2024-11-10 19:04:58.554019,413.0,0.0,669.0
2024-11-10 19:04:58.555014,694.0,0.0,669.0
2024-11-10 19:04:58.556216,582.0,0.0,669.0
2024-11-10 19:04:58.557230,316.0,0.0,669.0
2024-11-10 19:04:58.558378,461.0,0.0,669.0
2024-11-10 19:04:58.559405,709.0,0.0,669.0
2024-11-10 19:04:59.514079,315.0,0.0,669.0
2024-11-10 19:04:59.516834,578.0,0.0,669.0
2024-11-10 19:04:59.518886,696.0,0.0,669.0
2024-11-10 19:04:59.520775,418.0,0.0,669.0
2024-11-10 19:04:59.522443,335.0,0.0,669.0
2024-11-10 19:04:59.523985,623.0,0.0,669.0
2024-11-10 19:04:59.525216,669.0,0.0,668.0
2024-11-10 19:04:59.526523,375.0,0.0,669.0
2024-11-10 19:04:59.527588,367.0,0.0,669.0
2024-11-10 19:04:59.528602,662.0,0.0,669.0
2024-11-10 19:04:59.529617,633.0,0.0,669.0
2024-11-10 19:04:59.530649,341.0,0.0,669.0
2024-11-10 19:04:59.531648,407.0,0.0,669.0
2024-11-10 19:04:59.532648,690.0,0.0,669.0
2024-11-10 19:04:59.533644,589.0,0.0,669.0
2024-11-10 19:04:59.534695,318.0,0.0,669.0
2024-11-10 19:04:59.535767,455.0,0.0,669.0
2024-11-10 19:04:59.536793,708.0,0.0,669.0
2024-11-10 19:04:59.537811,539.0,0.0,669.0
2024-11-10 19:04:59.538926,307.0,0.0,669.0
2024-11-10 19:04:59.540004,506.0,0.0,669.0
2024-11-10 19:04:59.541027,712.0,0.0,669.0
2024-11-10 19:04:59.542366,488.0,0.0,669.0
2024-11-10 19:04:59.543453,310.0,0.0,669.0
2024-11-10 19:04:59.544488,557.0,0.0,669.0
2024-11-10 19:04:59.545520,703.0,0.0,669.0
2024-11-10 19:04:59.546595,438.0,0.0,669.0
2024-11-10 19:04:59.547662,325.0,0.0,669.0
2024-11-10 19:04:59.548688,604.0,0.0,669.0
2024-11-10 19:04:59.549802,682.0,0.0,669.0
2024-11-10 19:04:59.550921,392.0,0.0,669.0
2024-11-10 19:04:59.552059,352.0,0.0,669.0
2024-11-10 19:04:59.553352,647.0,0.0,669.0
2024-11-10 19:04:59.554409,650.0,0.0,669.0
2024-11-10 19:04:59.555418,354.0,0.0,669.0
2024-11-10 19:04:59.556410,389.0,0.0,669.0
2024-11-10 19:04:59.557404,680.0,0.0,669.0
2024-11-10 19:04:59.558542,608.0,0.0,669.0
2024-11-10 19:04:59.559665,326.0,0.0,669.0
2024-11-10 19:04:59.560680,434.0,0.0,669.0
2024-11-10 19:04:59.561681,702.0,0.0,669.0
2024-11-10 19:04:59.562742,560.0,0.0,669.0
2024-11-10 19:04:59.563750,310.0,0.0,669.0
2024-11-10 19:04:59.564756,484.0,0.0,669.0
2024-11-10 19:04:59.565758,712.0,0.0,669.0
2024-11-10 19:04:59.566871,510.0,0.0,669.0
2024-11-10 19:04:59.567989,307.0,0.0,669.0
2024-11-10 19:04:59.569049,535.0,0.0,669.0
2024-11-10 19:04:59.570102,709.0,0.0,668.0
2024-11-10 19:04:59.571078,459.0,0.0,669.0
2024-11-10 19:04:59.572114,317.0,0.0,669.0
2024-11-10 19:04:59.573152,585.0,0.0,669.0
2024-11-10 19:04:59.574226,693.0,0.0,669.0
2024-11-10 19:04:59.575407,411.0,0.0,669.0
2024-11-10 19:04:59.576547,339.0,0.0,668.0
2024-11-10 19:04:59.577669,630.0,0.0,669.0
2024-11-10 19:04:59.578789,665.0,0.0,669.0
2024-11-10 19:04:59.579913,369.0,0.0,669.0
2024-11-10 19:04:59.580991,372.0,0.0,669.0
2024-11-10 19:04:59.582058,667.0,0.0,669.0
2024-11-10 19:04:59.583323,627.0,0.0,669.0
2024-11-10 19:04:59.584336,337.0,0.0,669.0
2024-11-10 19:04:59.585343,414.0,0.0,669.0
2024-11-10 19:04:59.586377,694.0,0.0,669.0
2024-11-10 19:04:59.587386,582.0,0.0,669.0
2024-11-10 19:04:59.588386,316.0,0.0,669.0
2024-11-10 19:04:59.589390,462.0,0.0,669.0
2024-11-10 19:04:59.590439,709.0,0.0,669.0
2024-11-10 19:04:59.591458,532.0,0.0,669.0
2024-11-10 19:04:59.592695,307.0,0.0,669.0
2024-11-10 19:04:59.593718,513.0,0.0,669.0
2024-11-10 19:04:59.594770,712.0,0.0,668.0
2024-11-10 19:04:59.595793,480.0,0.0,669.0
2024-11-10 19:04:59.596792,311.0,0.0,669.0
2024-11-10 19:04:59.597886,564.0,0.0,669.0
2024-11-10 19:04:59.599007,701.0,0.0,669.0
2024-11-10 19:04:59.600129,431.0,0.0,669.0
2024-11-10 19:04:59.601159,328.0,0.0,669.0
2024-11-10 19:04:59.602222,611.0,0.0,669.0
2024-11-10 19:04:59.603262,678.0,0.0,669.0
2024-11-10 19:04:59.604290,386.0,0.0,669.0
2024-11-10 19:04:59.605318,356.0,0.0,669.0
2024-11-10 19:04:59.606409,652.0,0.0,669.0
2024-11-10 19:04:59.607445,644.0,0.0,669.0
2024-11-10 19:04:59.608695,350.0,0.0,669.0
2024-11-10 19:04:59.609936,395.0,0.0,669.0
2024-11-10 19:04:59.611317,684.0,0.0,669.0
2024-11-10 19:04:59.612351,602.0,0.0,669.0
2024-11-10 19:04:59.613357,323.0,0.0,669.0
2024-11-10 19:04:59.614393,441.0,0.0,669.0
2024-11-10 19:04:59.615399,704.0,0.0,669.0
2024-11-10 19:04:59.616411,553.0,0.0,669.0
2024-11-10 19:04:59.617424,309.0,0.0,669.0
2024-11-10 19:04:59.618459,491.0,0.0,669.0
2024-11-10 19:04:59.619476,713.0,0.0,669.0
2024-11-10 19:04:59.620497,502.0,0.0,669.0
2024-11-10 19:04:59.621513,308.0,0.0,669.0
2024-11-10 19:04:59.622547,543.0,0.0,669.0
2024-11-10 19:04:59.623553,707.0,0.0,669.0
2024-11-10 19:04:59.624556,451.0,0.0,669.0
