Time stamp,TMR,RMS,Min,Max,didt,Power,Temp,OP
44:22.2,-388,288,-388,388,-1,671,665,2
44:22.2,-240,288,-388,388,148,671,668,2
44:22.2,1,288,-388,388,241,671,669,2
44:22.2,239,288,-388,388,238,671,668,2
44:22.2,387,288,-388,388,148,672,667,2
44:22.2,388,288,-388,388,1,672,665,2
44:22.2,240,288,-388,388,-148,671,663,2
44:22.2,1,288,-388,388,-239,671,663,2
44:22.2,-239,288.1,-388,388,-240,671,664,2
44:22.2,-387,288.1,-388,388,-148,671,666,2
44:22.2,-387,288.1,-388,388,0,671,667,2
44:22.2,-240,288.1,-388,388,147,671,668,2
44:22.2,2,288.1,-388,388,242,671,668,2
44:22.2,239,288.1,-388,388,237,671,666,2
44:22.2,388,288.1,-388,388,149,671,665,2
44:22.2,388,288.1,-388,388,0,671,664,2
44:22.2,240,288.1,-388,388,-148,671,665,2
44:22.2,-1,288.1,-388,388,-241,671,666,2
44:22.2,-240,288.1,-387,388,-239,671,667,2
44:22.2,-387,288.1,-387,388,-147,671,667,2
44:22.2,-387,288.1,-387,388,0,671,667,2
44:22.2,-239,288.1,-387,388,148,671,666,2
44:22.2,2,288.1,-387,388,241,671,665,2
44:22.3,240,288.1,-387,388,238,671,664,2
44:22.3,388,288.1,-387,388,148,671,665,2
44:22.3,387,288.1,-387,388,-1,671,666,2
44:22.3,238,288.1,-387,388,-149,671,667,2
44:22.3,0,288.1,-387,388,-238,671,668,2
44:22.3,-241,287.9,-387,388,-241,671,667,2
44:22.3,-388,287.9,-387,388,-147,671,666,2
44:22.3,-387,287.9,-387,388,1,671,664,2
44:22.3,-238,287.9,-387,388,149,671,664,2
44:22.3,3,287.9,-387,388,241,671,665,2
44:22.3,241,287.9,-387,388,238,671,666,2
44:22.3,389,287.9,-387,388,148,671,668,2
44:22.3,387,287.9,-387,388,-2,672,668,2
44:22.3,238,287.9,-387,388,-149,671,668,2
44:22.3,-2,287.9,-387,388,-240,671,666,2
44:22.3,-242,288.2,-388,389,-240,671,664,2
44:22.3,-388,288.2,-388,389,-146,671,663,2
44:22.3,-387,288.2,-388,389,1,671,664,2
44:22.3,-237,288.2,-388,389,150,671,665,2
44:22.3,4,288.2,-388,389,241,671,668,2
44:22.3,242,288.2,-388,389,238,671,669,2
44:22.3,388,288.2,-388,389,146,671,669,2
44:22.3,386,288.2,-388,389,-2,671,667,2
44:22.3,237,288.2,-388,389,-149,671,665,2
44:22.3,-3,288.2,-388,389,-240,671,663,2
44:22.3,-244,288,-388,388,-241,671,663,2
44:22.3,-389,288,-388,388,-145,671,664,2
44:22.3,-386,288,-388,388,3,671,665,2
44:22.3,-236,288,-388,388,150,671,668,2
44:22.3,5,288,-388,388,241,671,669,2
44:22.3,243,288,-388,388,238,671,668,2
44:22.3,389,288,-388,388,146,671,667,2
44:22.3,386,288,-388,388,-3,671,665,2
44:22.3,235,288,-388,388,-151,671,664,2
44:22.3,-5,288,-388,388,-240,671,664,2
44:22.3,-243,288.1,-389,389,-238,671,665,2
44:22.3,-389,288.1,-389,389,-146,671,667,2
44:22.3,-386,288.1,-389,389,3,671,668,2
44:22.3,-235,288.1,-389,389,151,672,668,2
44:22.3,6,288.1,-389,389,241,671,667,2
44:22.3,245,288.1,-389,389,239,672,666,2
44:22.3,389,288.1,-389,389,144,671,664,2
44:22.3,385,288.1,-389,389,-4,671,664,2
44:22.3,234,288.1,-389,389,-151,671,665,2
44:22.3,-7,288.1,-389,389,-241,672,666,2
44:22.3,-246,287.9,-389,389,-239,671,667,2
44:22.3,-389,287.9,-389,389,-143,671,668,2
44:22.3,-385,287.9,-389,389,4,671,667,2
44:22.3,-233,287.9,-389,389,152,671,666,2
44:22.3,8,287.9,-389,389,241,671,665,2
44:22.3,246,287.9,-389,389,238,671,665,2
44:22.3,390,287.9,-389,389,144,672,665,2
44:22.3,385,287.9,-389,389,-5,671,666,2
44:22.3,233,287.9,-389,389,-152,671,667,2
44:22.3,-8,287.9,-389,389,-241,672,668,2
44:22.4,-246,288,-389,390,-238,671,667,2
44:22.4,-390,288,-389,390,-144,671,666,2
44:22.4,-385,288,-389,390,5,671,664,2
44:22.4,-232,288,-389,390,153,671,664,2
44:22.4,10,288,-389,390,242,671,665,2
44:22.4,247,288,-389,390,237,671,666,2
44:22.4,390,288,-389,390,143,671,668,2
44:22.4,385,288,-389,390,-5,671,668,2
44:22.4,232,288,-389,390,-153,671,668,2
44:22.4,-9,288,-389,390,-241,671,666,2
44:22.4,-247,288.1,-390,390,-238,671,664,2
44:22.4,-391,288.1,-390,390,-144,671,663,2
44:22.4,-384,288.1,-390,390,7,671,664,2
