Time stamp,TMR,RMS,Min,Max,didt,Power,Temp,OP
44:36.7,511,427.1,-512,511,0,671,667,4
44:36.7,511,427.1,-512,511,0,671,666,4
44:36.7,240,427.1,-512,511,-271,671,663,4
44:36.7,-265,427.1,-512,511,-505,671,662,4
44:36.7,-512,427.1,-512,511,-247,672,664,4
44:36.7,-512,427.1,-512,511,0,674,659,4
44:36.7,-512,427.1,-512,511,0,671,658,4
44:36.7,-238,427.1,-512,511,274,671,665,4
44:36.7,268,427.1,-512,511,506,671,667,4
44:36.7,511,427.1,-512,511,243,671,667,4
44:36.7,511,427.1,-512,511,0,671,665,4
44:36.7,511,427.1,-512,511,0,671,664,4
44:36.7,236,427.1,-512,511,-275,671,663,4
44:36.7,-267,427.1,-512,511,-503,671,664,4
44:36.7,-512,427.1,-512,511,-245,672,666,4
44:36.7,-512,427.1,-512,511,0,674,661,4
44:36.7,-512,427.1,-512,511,0,671,658,4
44:36.7,-235,427.2,-512,511,277,671,664,4
44:36.7,270,427.2,-512,511,505,671,665,4
44:36.7,511,427.2,-512,511,241,671,665,4
44:36.7,511,427.2,-512,511,0,671,664,4
44:36.7,511,427.2,-512,511,0,671,665,4
44:36.7,231,427.2,-512,511,-280,671,666,4
44:36.7,-270,427.2,-512,511,-501,671,666,4
44:36.7,-512,427.2,-512,511,-242,672,667,4
44:36.7,-512,427.2,-512,511,0,674,660,4
44:36.7,-512,427.2,-512,511,0,671,656,4
44:36.7,-233,427.1,-512,511,279,671,661,4
44:36.7,271,427.1,-512,511,504,671,664,4
44:36.7,511,427.1,-512,511,240,671,665,4
44:36.7,511,427.1,-512,511,0,671,666,4
44:36.7,511,427.1,-512,511,0,671,667,4
44:36.7,231,427.1,-512,511,-280,671,667,4
44:36.7,-272,427.1,-512,511,-503,671,666,4
44:36.7,-512,427.1,-512,511,-240,672,665,4
44:36.7,-512,427.1,-512,511,0,674,657,4
44:36.7,-512,427.1,-512,511,0,671,655,4
44:36.7,-230,427.2,-512,511,282,671,662,4
44:36.7,273,427.2,-512,511,503,671,665,4
44:36.7,511,427.2,-512,511,238,671,668,4
44:36.7,511,427.2,-512,511,0,671,668,4
44:36.7,511,427.2,-512,511,0,671,668,4
44:36.7,230,427.2,-512,511,-281,671,666,4
44:36.7,-274,427.2,-512,511,-504,671,663,4
44:36.7,-512,427.2,-512,511,-238,672,663,4
44:36.8,-512,427.2,-512,511,0,674,657,4
44:36.8,-512,427.2,-512,511,0,671,656,4
44:36.8,-228,427.2,-512,511,284,671,664,4
44:36.8,276,427.2,-512,511,504,672,668,4
44:36.8,511,427.2,-512,511,235,671,668,4
44:36.8,511,427.2,-512,511,0,671,667,4
44:36.8,511,427.2,-512,511,0,671,666,4
44:36.8,227,427.2,-512,511,-284,671,663,4
44:36.8,-277,427.2,-512,511,-504,671,662,4
44:36.8,-512,427.2,-512,511,-235,672,664,4
44:36.8,-512,427.2,-512,511,0,674,659,4
44:36.8,-512,427.2,-512,511,0,671,659,4
44:36.8,-226,427.3,-512,511,286,671,665,4
44:36.8,278,427.3,-512,511,504,671,668,4
44:36.8,511,427.3,-512,511,233,671,667,4
44:36.8,511,427.3,-512,511,0,671,665,4
44:36.8,511,427.3,-512,511,0,671,664,4
44:36.8,222,427.3,-512,511,-289,671,663,4
44:36.8,-278,427.3,-512,511,-500,671,664,4
44:36.8,-512,427.3,-512,511,-234,672,667,4
44:36.8,-512,427.3,-512,511,0,674,661,4
44:36.8,-512,427.3,-512,511,0,671,659,4
44:36.8,-223,427.2,-512,511,289,671,664,4
44:36.8,283,427.2,-512,511,506,671,665,4
44:36.8,511,427.2,-512,511,228,671,665,4
44:36.8,511,427.2,-512,511,0,671,664,4
44:36.8,511,427.2,-512,511,0,671,665,4
44:36.8,222,427.2,-512,511,-289,671,666,4
44:36.8,-283,427.2,-512,511,-505,671,666,4
44:36.8,-512,427.2,-512,511,-229,672,667,4
44:36.8,-512,427.2,-512,511,0,674,660,4
44:36.8,-512,427.2,-512,511,0,671,657,4
